,Player,Team,PLAYER_ID,PTS2,xPTS2,FG2_PCT,Shot_Making2,Points_Added2,PTS3,xPTS3,FG3_PCT,Shot_Making3,Points_Added3,PTS,xPTS,eFG,xeFG,Shot_Making,Points_Added
248,Justin Champagnie,Washington Wizards,1630551,180.0,183.01,0.596,-0.02,-3.01,156.0,154.22,0.374,0.013,1.78,336,337.23,0.579,0.581,-0.004,-1.2
249,Jalen Johnson,Atlanta Hawks,1630552,446.0,460.52,0.566,-0.037,-14.52,129.0,147.43,0.323,-0.139,-18.43,575,607.96,0.546,0.577,-0.063,-33.0
250,Keon Johnson,Brooklyn Nets,1630553,292.0,342.8,0.451,-0.157,-50.8,303.0,358.12,0.301,-0.164,-55.12,595,700.9,0.451,0.531,-0.16,-105.9
251,Kessler Edwards,Dallas Mavericks,1630556,90.0,97.98,0.556,-0.099,-7.98,66.0,62.23,0.407,0.07,3.77,156,160.21,0.578,0.593,-0.031,-4.2
252,Corey Kispert,Washington Wizards,1630557,264.0,259.88,0.569,0.018,4.12,357.0,355.08,0.366,0.006,1.92,621,614.96,0.557,0.552,0.011,6.0
253,Davion Mitchell,Miami Heat,1630558,206.0,209.38,0.512,-0.017,-3.38,201.0,191.07,0.394,0.058,9.93,407,400.45,0.549,0.54,0.018,6.6
254,Austin Reaves,Los Angeles Lakers,1630559,450.0,434.45,0.537,0.037,15.55,465.0,458.14,0.36,0.016,6.86,915,892.6,0.539,0.526,0.026,22.4
255,Cam Thomas,Brooklyn Nets,1630560,250.0,243.59,0.502,0.026,6.41,192.0,179.16,0.348,0.07,12.84,442,422.75,0.51,0.488,0.044,19.2
256,Scottie Barnes,Toronto Raptors,1630567,672.0,662.87,0.516,0.014,9.13,192.0,257.8,0.269,-0.276,-65.8,864,920.67,0.486,0.518,-0.064,-56.7
257,Luka Garza,Minnesota Timberwolves,1630568,78.0,79.25,0.591,-0.019,-1.25,30.0,41.02,0.278,-0.306,-11.02,108,120.27,0.529,0.59,-0.12,-12.3
258,Trendon Watford,Brooklyn Nets,1630570,170.0,180.14,0.497,-0.059,-10.14,51.0,58.58,0.321,-0.143,-7.58,221,238.73,0.493,0.533,-0.079,-17.7
259,Sandro Mamukelashvili,San Antonio Spurs,1630572,104.0,89.42,0.703,0.197,14.58,135.0,122.89,0.421,0.113,12.11,239,212.31,0.66,0.586,0.147,26.7
260,Sam Hauser,Boston Celtics,1630573,74.0,59.21,0.673,0.269,14.79,363.0,331.47,0.392,0.102,31.53,437,390.67,0.6,0.537,0.127,46.3
261,Julian Champagnie,San Antonio Spurs,1630577,162.0,169.12,0.551,-0.048,-7.12,426.0,421.79,0.361,0.011,4.21,588,590.94,0.544,0.547,-0.005,-2.9
262,Alperen Sengun,Houston Rockets,1630578,932.0,950.03,0.524,-0.02,-18.03,54.0,83.91,0.243,-0.404,-29.91,986,1033.93,0.511,0.536,-0.05,-47.9
263,Josh Giddey,Chicago Bulls,1630581,426.0,436.9,0.511,-0.026,-10.9,252.0,257.77,0.368,-0.025,-5.77,678,694.67,0.526,0.539,-0.026,-16.7
264,Santi Aldama,Memphis Grizzlies,1630583,340.0,337.42,0.59,0.009,2.58,297.0,285.05,0.384,0.046,11.95,637,622.46,0.583,0.57,0.027,14.5
265,Scotty Pippen Jr.,Memphis Grizzlies,1630590,336.0,343.55,0.532,-0.024,-7.55,207.0,203.51,0.377,0.019,3.49,543,547.05,0.544,0.548,-0.008,-4.0
266,Jalen Suggs,Orlando Magic,1630591,242.0,243.77,0.506,-0.007,-1.77,228.0,258.93,0.315,-0.128,-30.93,470,502.69,0.49,0.524,-0.068,-32.7
267,Jalen Wilson,Brooklyn Nets,1630592,220.0,256.52,0.495,-0.165,-36.52,279.0,335.0,0.314,-0.189,-56.0,499,591.54,0.482,0.571,-0.179,-92.5
268,Cade Cunningham,Detroit Pistons,1630595,962.0,944.75,0.504,0.018,17.25,417.0,404.57,0.352,0.031,12.43,1379,1349.3,0.511,0.5,0.022,29.7
269,Evan Mobley,Cleveland Cavaliers,1630596,758.0,690.83,0.63,0.112,67.17,213.0,202.59,0.384,0.056,10.41,971,893.44,0.617,0.568,0.099,77.6
270,Aaron Wiggins,Oklahoma City Thunder,1630598,388.0,375.28,0.581,0.038,12.72,345.0,329.51,0.39,0.053,15.49,733,704.78,0.583,0.56,0.045,28.2
271,Gui Santos,Golden State Warriors,1630611,66.0,68.14,0.635,-0.041,-2.14,75.0,82.76,0.338,-0.105,-7.76,141,150.9,0.56,0.599,-0.079,-9.9
272,Dalano Banton,Portland Trail Blazers,1630625,190.0,213.18,0.463,-0.113,-23.18,174.0,175.8,0.362,-0.011,-1.8,364,388.99,0.499,0.533,-0.068,-25.0
273,Jose Alvarado,New Orleans Pelicans,1630631,118.0,143.51,0.434,-0.188,-25.51,276.0,270.66,0.379,0.022,5.34,394,414.18,0.52,0.546,-0.053,-20.2
274,A.J. Lawson,Toronto Raptors,1630639,44.0,57.59,0.468,-0.289,-13.59,66.0,62.15,0.379,0.066,3.85,110,119.74,0.524,0.57,-0.093,-9.7
275,Jay Huff,Memphis Grizzlies,1630643,126.0,105.75,0.724,0.233,20.25,225.0,204.49,0.417,0.114,20.51,351,310.24,0.657,0.581,0.153,40.8
276,Jordan Goodwin,Los Angeles Lakers,1630692,52.0,49.56,0.565,0.053,2.44,51.0,46.35,0.415,0.113,4.65,103,95.91,0.592,0.551,0.081,7.1
277,Micah Potter,Utah Jazz,1630695,36.0,36.16,0.621,-0.006,-0.16,87.0,91.15,0.354,-0.051,-4.15,123,127.31,0.554,0.573,-0.039,-4.3
278,Dyson Daniels,Atlanta Hawks,1630700,618.0,659.77,0.535,-0.072,-41.77,198.0,215.99,0.346,-0.094,-17.99,816,875.75,0.531,0.569,-0.078,-59.8
279,Jaden Hardy,Dallas Mavericks,1630702,162.0,168.48,0.474,-0.038,-6.48,183.0,171.12,0.384,0.075,11.88,345,339.6,0.523,0.515,0.016,5.4
280,Scoot Henderson,Portland Trail Blazers,1630703,354.0,379.42,0.468,-0.067,-25.42,297.0,295.26,0.363,0.006,1.74,651,674.67,0.5,0.518,-0.036,-23.7
281,Keaton Wallace,Atlanta Hawks,1630811,62.0,61.63,0.477,0.006,0.37,78.0,81.58,0.356,-0.049,-3.58,140,143.21,0.507,0.519,-0.023,-3.2
282,Jaden Ivey,Detroit Pistons,1631093,254.0,274.26,0.49,-0.078,-20.26,186.0,166.07,0.405,0.13,19.93,440,440.35,0.534,0.534,-0.001,-0.4
283,Paolo Banchero,Orlando Magic,1631094,484.0,489.79,0.495,-0.012,-5.79,204.0,215.58,0.324,-0.055,-11.58,688,705.38,0.492,0.505,-0.025,-17.4
284,Jabari Smith Jr.,Houston Rockets,1631095,238.0,246.91,0.502,-0.038,-8.91,249.0,250.82,0.353,-0.008,-1.82,487,497.71,0.516,0.527,-0.023,-10.7
285,Chet Holmgren,Oklahoma City Thunder,1631096,192.0,185.14,0.568,0.041,6.86,96.0,96.07,0.368,-0.001,-0.07,288,281.21,0.562,0.549,0.027,6.8
286,Bennedict Mathurin,Indiana Pacers,1631097,512.0,525.79,0.528,-0.028,-13.79,261.0,253.51,0.357,0.031,7.49,773,779.32,0.53,0.535,-0.009,-6.3
287,Keegan Murray,Sacramento Kings,1631099,360.0,357.86,0.559,0.007,2.14,384.0,423.6,0.338,-0.104,-39.6,744,781.44,0.531,0.557,-0.053,-37.4
288,Shaedon Sharpe,Portland Trail Blazers,1631101,584.0,535.35,0.555,0.092,48.65,363.0,420.05,0.306,-0.144,-57.05,947,955.41,0.514,0.518,-0.009,-8.4
289,Malaki Branham,San Antonio Spurs,1631103,58.0,60.43,0.468,-0.039,-2.43,72.0,65.72,0.407,0.106,6.28,130,126.16,0.537,0.521,0.032,3.8
290,Blake Wesley,San Antonio Spurs,1631104,88.0,95.15,0.524,-0.085,-7.15,33.0,40.59,0.306,-0.211,-7.59,121,135.74,0.504,0.566,-0.123,-14.7
291,Jalen Duren,Detroit Pistons,1631105,632.0,562.14,0.702,0.155,69.86,0.0,0.0,0.0,0.0,0.0,632,562.14,0.702,0.625,0.155,69.9
292,Tari Eason,Houston Rockets,1631106,344.0,352.39,0.555,-0.027,-8.39,165.0,173.04,0.355,-0.052,-8.04,509,525.44,0.547,0.565,-0.035,-16.4
293,Nikola Jovic,Miami Heat,1631107,188.0,192.63,0.56,-0.028,-4.63,234.0,234.04,0.371,-0.0,-0.04,422,426.67,0.558,0.564,-0.012,-4.7
294,Max Christie,Dallas Mavericks,1631108,228.0,237.89,0.502,-0.044,-9.89,303.0,293.74,0.375,0.034,9.26,531,531.66,0.535,0.536,-0.001,-0.7
295,Mark Williams,Charlotte Hornets,1631109,442.0,460.87,0.594,-0.051,-18.87,0.0,1.17,0.0,-1.17,-1.17,442,462.04,0.592,0.619,-0.054,-20.0
296,Jeremy Sochan,San Antonio Spurs,1631110,422.0,425.3,0.605,-0.009,-3.3,78.0,91.57,0.325,-0.17,-13.57,500,516.87,0.583,0.602,-0.039,-16.9
297,Wendell Moore Jr.,Charlotte Hornets,1631111,72.0,75.69,0.522,-0.053,-3.69,30.0,34.87,0.323,-0.157,-4.87,102,110.55,0.51,0.553,-0.085,-8.5
298,Jalen Williams,Oklahoma City Thunder,1631114,748.0,724.81,0.528,0.033,23.19,327.0,330.47,0.361,-0.011,-3.47,1075,1055.27,0.532,0.522,0.02,19.7
299,Orlando Robinson,Toronto Raptors,1631115,132.0,162.82,0.468,-0.219,-30.82,24.0,32.41,0.276,-0.29,-8.41,156,195.24,0.459,0.574,-0.231,-39.2
300,Walker Kessler,Utah Jazz,1631117,508.0,454.76,0.718,0.15,53.24,12.0,28.79,0.16,-0.672,-16.79,520,483.55,0.686,0.638,0.096,36.4
301,Jaylin Williams,Oklahoma City Thunder,1631119,64.0,66.87,0.571,-0.051,-2.87,138.0,143.61,0.371,-0.045,-5.61,202,210.47,0.561,0.585,-0.047,-8.5
302,Julian Strawther,Denver Nuggets,1631124,212.0,201.68,0.53,0.052,10.32,273.0,283.93,0.353,-0.042,-10.93,485,485.62,0.529,0.53,-0.001,-0.6
303,Christian Braun,Denver Nuggets,1631128,658.0,617.18,0.648,0.08,40.82,210.0,208.11,0.38,0.01,1.89,868,825.29,0.627,0.596,0.062,42.7
304,Jabari Walker,Portland Trail Blazers,1631133,132.0,137.84,0.569,-0.05,-5.84,69.0,68.5,0.383,0.008,0.5,201,206.34,0.571,0.586,-0.03,-5.3
305,Ryan Rollins,Milwaukee Bucks,1631157,108.0,106.02,0.529,0.019,1.98,84.0,88.36,0.35,-0.054,-4.36,192,194.39,0.527,0.534,-0.013,-2.4
306,Keon Ellis,Sacramento Kings,1631165,142.0,136.42,0.597,0.047,5.58,333.0,283.45,0.427,0.191,49.55,475,419.85,0.627,0.554,0.146,55.1
307,Jaime Jaquez Jr.,Miami Heat,1631170,300.0,328.29,0.489,-0.092,-28.29,93.0,116.7,0.295,-0.226,-23.7,393,445.01,0.477,0.54,-0.126,-52.0
308,Ousmane Dieng,Oklahoma City Thunder,1631172,62.0,63.56,0.574,-0.029,-1.56,69.0,80.1,0.329,-0.159,-11.1,131,143.66,0.528,0.579,-0.102,-12.7
309,Kris Murray,Portland Trail Blazers,1631200,150.0,152.59,0.573,-0.02,-2.59,69.0,106.2,0.247,-0.4,-37.2,219,258.79,0.489,0.578,-0.178,-39.8
310,Marcus Sasser,Detroit Pistons,1631204,120.0,106.48,0.571,0.129,13.52,126.0,125.63,0.359,0.003,0.37,246,232.09,0.554,0.523,0.063,13.9
311,Dalen Terry,Chicago Bulls,1631207,136.0,146.65,0.527,-0.083,-10.65,81.0,86.53,0.351,-0.072,-5.53,217,233.17,0.527,0.566,-0.078,-16.2
312,Peyton Watson,Denver Nuggets,1631212,246.0,281.41,0.528,-0.152,-35.41,123.0,127.82,0.366,-0.043,-4.82,369,409.23,0.535,0.593,-0.117,-40.2
313,Tyrese Martin,Brooklyn Nets,1631213,150.0,164.49,0.487,-0.094,-14.49,246.0,256.01,0.346,-0.042,-10.01,396,420.51,0.506,0.538,-0.063,-24.5
314,Caleb Houstan,Orlando Magic,1631216,16.0,19.55,0.444,-0.197,-3.55,120.0,121.45,0.364,-0.013,-1.45,136,141.01,0.531,0.551,-0.039,-5.0
315,Moussa Diabate,Charlotte Hornets,1631217,256.0,264.3,0.598,-0.039,-8.3,0.0,4.58,0.0,-1.145,-4.58,256,268.88,0.587,0.617,-0.059,-12.9
316,Trayce Jackson-Davis,Golden State Warriors,1631218,314.0,349.86,0.571,-0.13,-35.86,0.0,0.0,0.0,0.0,0.0,314,349.86,0.571,0.636,-0.13,-35.9
317,Jake LaRavia,Sacramento Kings,1631222,190.0,211.66,0.514,-0.117,-21.66,168.0,147.28,0.424,0.157,20.72,358,358.95,0.565,0.566,-0.003,-0.9
318,David Roddy,Houston Rockets,1631223,68.0,65.96,0.586,0.035,2.04,54.0,58.41,0.333,-0.082,-4.41,122,124.37,0.545,0.555,-0.021,-2.4
319,Mouhamed Gueye,Atlanta Hawks,1631243,62.0,63.5,0.608,-0.029,-1.5,45.0,65.84,0.254,-0.353,-20.84,107,129.34,0.486,0.588,-0.203,-22.3
320,Quenton Jackson,Indiana Pacers,1631245,68.0,73.65,0.548,-0.091,-5.65,33.0,31.63,0.393,0.049,1.37,101,105.28,0.561,0.585,-0.048,-4.3
321,Vince Williams Jr.,Memphis Grizzlies,1631246,58.0,59.78,0.558,-0.034,-1.78,45.0,69.89,0.238,-0.395,-24.89,103,129.66,0.448,0.564,-0.232,-26.7
322,Karlo Matković,New Orleans Pelicans,1631255,134.0,134.36,0.632,-0.003,-0.36,39.0,46.92,0.317,-0.193,-7.92,173,181.28,0.588,0.617,-0.056,-8.3
323,AJ Green,Milwaukee Bucks,1631260,48.0,51.51,0.462,-0.067,-3.51,384.0,319.71,0.418,0.21,64.29,432,371.2,0.603,0.518,0.17,60.8
324,Simone Fontecchio,Detroit Pistons,1631323,136.0,142.21,0.515,-0.047,-6.21,198.0,207.25,0.338,-0.047,-9.25,334,349.46,0.511,0.534,-0.047,-15.5
325,Victor Wembanyama,San Antonio Spurs,1641705,516.0,470.22,0.593,0.105,45.78,423.0,417.02,0.356,0.015,5.98,939,887.26,0.565,0.534,0.062,51.7
326,Brandon Miller,Charlotte Hornets,1641706,188.0,199.49,0.475,-0.058,-11.49,312.0,304.83,0.355,0.024,7.17,500,504.33,0.509,0.514,-0.009,-4.3
327,Amen Thompson,Houston Rockets,1641708,624.0,599.05,0.595,0.048,24.95,60.0,86.45,0.26,-0.344,-26.45,684,685.5,0.569,0.57,-0.002,-1.5
328,Ausar Thompson,Detroit Pistons,1641709,372.0,380.29,0.59,-0.026,-8.29,27.0,42.22,0.243,-0.411,-15.22,399,422.52,0.567,0.6,-0.067,-23.5
329,Anthony Black,Orlando Magic,1641710,314.0,356.09,0.464,-0.125,-42.09,144.0,173.68,0.314,-0.194,-29.68,458,529.76,0.466,0.539,-0.146,-71.8
330,Gradey Dick,Toronto Raptors,1641711,302.0,347.34,0.47,-0.141,-45.34,342.0,344.42,0.351,-0.007,-2.42,644,691.76,0.498,0.535,-0.074,-47.8
331,GG Jackson,Memphis Grizzlies,1641713,78.0,99.01,0.448,-0.241,-21.01,87.0,96.66,0.333,-0.111,-9.66,165,195.69,0.474,0.562,-0.176,-30.7
332,Cam Whitmore,Houston Rockets,1641715,184.0,204.13,0.492,-0.108,-20.13,156.0,165.34,0.327,-0.059,-9.34,340,369.45,0.491,0.534,-0.085,-29.4
333,Jarace Walker,Indiana Pacers,1641716,150.0,149.41,0.547,0.004,0.59,153.0,149.8,0.367,0.023,3.2,303,299.21,0.549,0.542,0.014,3.8
334,Cason Wallace,Oklahoma City Thunder,1641717,262.0,260.14,0.557,0.008,1.86,192.0,203.74,0.348,-0.064,-11.74,454,463.86,0.542,0.554,-0.024,-9.9
335,Keyonte George,Utah Jazz,1641718,310.0,334.7,0.465,-0.074,-24.7,438.0,421.59,0.351,0.039,16.41,748,756.28,0.499,0.505,-0.011,-8.3
336,Jordan Hawkins,New Orleans Pelicans,1641722,184.0,203.3,0.434,-0.091,-19.3,291.0,307.18,0.33,-0.055,-16.18,475,510.51,0.469,0.504,-0.07,-35.5
337,Jett Howard,Orlando Magic,1641724,66.0,69.98,0.508,-0.061,-3.98,150.0,179.86,0.298,-0.178,-29.86,216,249.84,0.464,0.536,-0.145,-33.8
338,Dereck Lively II,Dallas Mavericks,1641726,248.0,228.32,0.701,0.111,19.68,0.0,0.0,0.0,0.0,0.0,248,228.32,0.701,0.645,0.111,19.7
339,Brice Sensabaugh,Utah Jazz,1641729,208.0,200.07,0.539,0.041,7.93,345.0,305.49,0.405,0.139,39.51,553,505.55,0.58,0.53,0.099,47.4
340,Noah Clowney,Brooklyn Nets,1641730,86.0,116.02,0.434,-0.303,-30.02,243.0,257.04,0.351,-0.061,-14.04,329,373.06,0.498,0.565,-0.134,-44.1
341,Bilal Coulibaly,Washington Wizards,1641731,388.0,418.76,0.501,-0.079,-30.76,183.0,240.73,0.284,-0.269,-57.73,571,659.51,0.474,0.548,-0.147,-88.5
342,Nick Smith Jr.,Charlotte Hornets,1641733,196.0,202.09,0.467,-0.029,-6.09,231.0,265.37,0.32,-0.143,-34.37,427,467.44,0.473,0.518,-0.09,-40.4
343,Adem Bona,Philadelphia 76ers,1641737,142.0,127.05,0.683,0.144,14.95,0.0,0.0,0.0,0.0,0.0,142,127.05,0.683,0.611,0.144,15.0
344,Toumani Camara,Portland Trail Blazers,1641739,332.0,369.12,0.535,-0.12,-37.12,312.0,319.89,0.371,-0.028,-7.89,644,689.01,0.546,0.584,-0.076,-45.0
345,Jaylen Clark,Minnesota Timberwolves,1641740,56.0,65.98,0.509,-0.181,-9.98,63.0,53.83,0.447,0.195,9.17,119,119.81,0.583,0.587,-0.008,-0.8
346,Ricky Council IV,Philadelphia 76ers,1641741,184.0,199.92,0.5,-0.087,-15.92,144.0,185.02,0.289,-0.247,-41.02,328,384.96,0.469,0.55,-0.163,-57.0
347,Zach Edey,Memphis Grizzlies,1641744,386.0,399.58,0.594,-0.042,-13.58,45.0,50.81,0.341,-0.132,-5.81,431,450.38,0.584,0.61,-0.053,-19.4
348,Andre Jackson Jr.,Milwaukee Bucks,1641748,116.0,139.38,0.523,-0.211,-23.38,87.0,85.16,0.392,0.025,1.84,203,224.54,0.549,0.607,-0.116,-21.5
349,Jordan Miller,LA Clippers,1641757,92.0,99.25,0.511,-0.081,-7.25,24.0,39.03,0.222,-0.418,-15.03,116,138.28,0.46,0.549,-0.177,-22.3
350,Julian Phillips,Chicago Bulls,1641763,128.0,143.26,0.557,-0.133,-15.26,132.0,151.79,0.333,-0.15,-19.79,260,295.05,0.526,0.597,-0.142,-35.1
351,Brandin Podziemski,Golden State Warriors,1641764,256.0,254.73,0.525,0.005,1.27,213.0,238.6,0.324,-0.117,-25.6,469,493.32,0.506,0.533,-0.053,-24.3
352,Olivier-Maxence Prosper,Dallas Mavericks,1641765,116.0,141.28,0.472,-0.206,-25.28,36.0,58.06,0.235,-0.433,-22.06,152,199.37,0.437,0.573,-0.272,-47.4
353,Ben Sheppard,Indiana Pacers,1641767,96.0,100.18,0.578,-0.05,-4.18,186.0,200.1,0.348,-0.079,-14.1,282,300.27,0.54,0.575,-0.07,-18.3
354,Tristan Vukcevic,Washington Wizards,1641774,84.0,78.71,0.618,0.078,5.29,69.0,71.25,0.365,-0.036,-2.25,153,149.95,0.584,0.572,0.023,3.1
355,Tristan da Silva,Orlando Magic,1641783,216.0,247.95,0.502,-0.149,-31.95,222.0,244.09,0.339,-0.101,-22.09,438,492.05,0.506,0.568,-0.125,-54.1
356,Tosan Evbuomwan,Brooklyn Nets,1641787,110.0,116.58,0.505,-0.06,-6.58,45.0,61.45,0.278,-0.305,-16.45,155,178.03,0.475,0.546,-0.141,-23.0
357,Pelle Larsson,Miami Heat,1641796,82.0,89.32,0.554,-0.099,-7.32,69.0,83.67,0.315,-0.201,-14.67,151,173.0,0.514,0.588,-0.15,-22.0
358,Antonio Reeves,New Orleans Pelicans,1641810,62.0,63.98,0.517,-0.033,-1.98,75.0,77.16,0.368,-0.032,-2.16,137,141.14,0.535,0.551,-0.032,-4.1
359,Matas Buzelis,Chicago Bulls,1641824,232.0,250.98,0.53,-0.087,-18.98,192.0,219.12,0.322,-0.136,-27.12,424,470.09,0.507,0.562,-0.11,-46.1
360,Ronald Holland II,Detroit Pistons,1641842,272.0,254.18,0.613,0.08,17.82,90.0,152.83,0.224,-0.469,-62.83,362,407.01,0.508,0.572,-0.126,-45.0
361,Craig Porter Jr.,Cleveland Cavaliers,1641854,70.0,64.92,0.593,0.086,5.08,45.0,35.33,0.455,0.293,9.67,115,100.25,0.625,0.545,0.16,14.8
362,Duop Reath,Portland Trail Blazers,1641871,58.0,55.11,0.63,0.063,2.89,84.0,100.33,0.322,-0.188,-16.33,142,155.44,0.534,0.584,-0.101,-13.4
363,Zaccharie Risacher,Atlanta Hawks,1642258,356.0,406.48,0.513,-0.145,-50.48,288.0,305.13,0.354,-0.063,-17.13,644,711.6,0.521,0.576,-0.109,-67.6
364,Alex Sarr,Washington Wizards,1642259,320.0,418.48,0.447,-0.275,-98.48,264.0,292.85,0.335,-0.11,-28.85,584,711.32,0.47,0.573,-0.205,-127.3
365,Dalton Knecht,Los Angeles Lakers,1642261,232.0,214.0,0.598,0.093,18.0,339.0,324.21,0.369,0.048,14.79,571,538.22,0.571,0.538,0.066,32.8
366,Cody Williams,Utah Jazz,1642262,88.0,115.98,0.396,-0.252,-27.98,96.0,129.43,0.276,-0.288,-33.43,184,245.4,0.405,0.541,-0.27,-61.4
367,Reed Sheppard,Houston Rockets,1642263,68.0,82.62,0.4,-0.172,-14.62,93.0,118.25,0.279,-0.227,-25.25,161,200.87,0.411,0.512,-0.203,-39.9
368,Stephon Castle,San Antonio Spurs,1642264,528.0,561.74,0.503,-0.064,-33.74,237.0,308.47,0.286,-0.259,-71.47,765,870.18,0.478,0.543,-0.131,-105.2
369,Rob Dillingham,Minnesota Timberwolves,1642265,134.0,134.23,0.5,-0.002,-0.23,75.0,77.66,0.342,-0.036,-2.66,209,211.9,0.505,0.512,-0.014,-2.9
370,Ja'Kobe Walter,Toronto Raptors,1642266,162.0,179.2,0.482,-0.102,-17.2,132.0,155.7,0.312,-0.168,-23.7,294,334.91,0.476,0.542,-0.132,-40.9
371,Bub Carrington,Washington Wizards,1642267,248.0,257.19,0.484,-0.036,-9.19,312.0,333.27,0.331,-0.068,-21.27,560,590.45,0.491,0.518,-0.053,-30.5
372,Isaiah Collier,Utah Jazz,1642268,318.0,343.11,0.494,-0.078,-25.11,93.0,144.68,0.231,-0.386,-51.68,411,487.81,0.451,0.535,-0.168,-76.8
373,Donovan Clingan,Portland Trail Blazers,1642270,264.0,287.48,0.581,-0.103,-23.48,27.0,35.74,0.29,-0.282,-8.74,291,323.22,0.564,0.626,-0.125,-32.2
374,Kyle Filipowski,Utah Jazz,1642271,266.0,251.02,0.613,0.069,14.98,180.0,175.14,0.385,0.031,4.86,446,426.15,0.598,0.571,0.053,19.9
375,Jared McCain,Philadelphia 76ers,1642272,150.0,136.65,0.532,0.095,13.35,153.0,145.78,0.383,0.054,7.22,303,282.43,0.553,0.515,0.075,20.6
376,Kyshawn George,Washington Wizards,1642273,154.0,190.8,0.453,-0.216,-36.8,315.0,358.36,0.324,-0.134,-43.36,469,549.16,0.475,0.556,-0.162,-80.2
377,Yves Missi,New Orleans Pelicans,1642274,460.0,533.8,0.537,-0.172,-73.8,0.0,0.94,0.0,-0.94,-0.94,460,534.74,0.536,0.623,-0.174,-74.7
378,Tidjane Salaün,Charlotte Hornets,1642275,70.0,109.6,0.357,-0.404,-39.6,129.0,158.65,0.295,-0.203,-29.65,199,268.27,0.408,0.55,-0.284,-69.3
379,Kel'el Ware,Miami Heat,1642276,326.0,322.18,0.639,0.015,3.82,87.0,100.25,0.319,-0.146,-13.25,413,422.43,0.597,0.61,-0.027,-9.4
380,Jaylon Tyson,Cleveland Cavaliers,1642281,66.0,75.23,0.516,-0.144,-9.23,42.0,47.09,0.333,-0.121,-5.09,108,122.32,0.509,0.577,-0.135,-14.3
381,Oso Ighodaro,Phoenix Suns,1642345,162.0,161.93,0.609,0.001,0.07,0.0,1.82,0.0,-0.91,-1.82,162,163.75,0.6,0.606,-0.013,-1.8
382,Ryan Dunn,Phoenix Suns,1642346,204.0,214.52,0.576,-0.059,-10.52,183.0,222.46,0.308,-0.199,-39.46,387,437.01,0.516,0.583,-0.133,-50.0
383,Jamal Shead,Toronto Raptors,1642347,190.0,199.39,0.48,-0.047,-9.39,162.0,181.42,0.331,-0.119,-19.42,352,380.8,0.488,0.527,-0.08,-28.8
384,Justin Edwards,Philadelphia 76ers,1642348,150.0,131.04,0.591,0.149,18.96,159.0,165.0,0.351,-0.04,-6.0,309,296.05,0.556,0.532,0.047,12.9
385,Ajay Mitchell,Oklahoma City Thunder,1642349,126.0,121.6,0.543,0.038,4.4,66.0,58.86,0.431,0.14,7.14,192,180.47,0.575,0.54,0.069,11.5
386,KJ Simpson,Charlotte Hornets,1642354,86.0,107.45,0.417,-0.208,-21.45,54.0,84.69,0.234,-0.399,-30.69,140,192.12,0.389,0.534,-0.29,-52.1
387,Quinten Post,Golden State Warriors,1642366,76.0,87.15,0.521,-0.153,-11.15,174.0,145.0,0.457,0.228,29.0,250,232.16,0.625,0.58,0.089,17.8
388,Jonathan Mogbo,Toronto Raptors,1642367,180.0,225.18,0.479,-0.24,-45.18,42.0,53.88,0.298,-0.253,-11.88,222,279.06,0.472,0.594,-0.243,-57.1
389,Jaylen Wells,Memphis Grizzlies,1642377,276.0,290.41,0.523,-0.055,-14.41,378.0,385.58,0.359,-0.022,-7.58,654,675.98,0.532,0.55,-0.036,-22.0
390,Jamison Battle,Toronto Raptors,1642419,60.0,64.58,0.526,-0.08,-4.58,213.0,192.21,0.401,0.117,20.79,273,256.78,0.583,0.549,0.069,16.2
