,Player,Team,PLAYER_ID,PTS2,xPTS2,FG2_PCT,Shot_Making2,Points_Added2,PTS3,xPTS3,FG3_PCT,Shot_Making3,Points_Added3,PTS,xPTS,eFG,xeFG,Shot_Making,Points_Added
315,Jabari Smith Jr.,Houston Rockets,1631095,402.0,401.11,0.53,0.002,0.89,324.0,324.74,0.36,-0.002,-0.74,726,725.84,0.535,0.534,0.0,0.2
316,Chet Holmgren,Oklahoma City Thunder,1631096,656.0,591.18,0.627,0.124,64.82,348.0,336.92,0.392,0.037,11.08,1004,928.1,0.613,0.567,0.093,75.9
317,Bennedict Mathurin,Indiana Pacers,1631097,432.0,480.51,0.482,-0.108,-48.51,231.0,217.43,0.374,0.066,13.57,663,697.95,0.507,0.534,-0.053,-35.0
318,Keegan Murray,Sacramento Kings,1631099,434.0,416.32,0.565,0.046,17.68,426.0,446.51,0.358,-0.052,-20.51,860,862.84,0.551,0.552,-0.004,-2.8
319,Shaedon Sharpe,Portland Trail Blazers,1631101,232.0,267.51,0.457,-0.14,-35.51,180.0,193.0,0.335,-0.073,-13.0,412,460.54,0.476,0.532,-0.112,-48.5
320,Malaki Branham,San Antonio Spurs,1631103,300.0,311.75,0.495,-0.039,-11.75,207.0,239.52,0.329,-0.155,-32.52,507,551.24,0.494,0.537,-0.086,-44.2
321,Blake Wesley,San Antonio Spurs,1631104,146.0,139.59,0.593,0.052,6.41,21.0,43.84,0.179,-0.586,-22.84,167,183.42,0.515,0.566,-0.101,-16.4
322,Jalen Duren,Detroit Pistons,1631105,620.0,596.82,0.63,0.047,23.18,0.0,3.36,0.0,-1.12,-3.36,620,600.19,0.626,0.606,0.04,19.8
323,Tari Eason,Houston Rockets,1631106,140.0,158.65,0.504,-0.134,-18.65,54.0,56.3,0.367,-0.047,-2.3,194,214.95,0.516,0.572,-0.111,-21.0
324,Nikola Jovic,Miami Heat,1631107,74.0,94.89,0.462,-0.261,-20.89,120.0,109.38,0.412,0.109,10.62,194,204.27,0.548,0.577,-0.058,-10.3
325,Max Christie,Los Angeles Lakers,1631108,100.0,106.05,0.476,-0.058,-6.05,117.0,115.73,0.371,0.012,1.27,217,221.78,0.517,0.528,-0.023,-4.8
326,Mark Williams,Charlotte Hornets,1631109,196.0,190.7,0.649,0.035,5.3,0.0,0.0,0.0,0.0,0.0,196,190.7,0.649,0.631,0.035,5.3
327,Jeremy Sochan,San Antonio Spurs,1631110,492.0,570.16,0.481,-0.153,-78.16,186.0,232.32,0.305,-0.228,-46.32,678,802.49,0.475,0.562,-0.174,-124.5
328,Jalen Williams,Oklahoma City Thunder,1631114,752.0,692.94,0.571,0.09,59.06,276.0,232.12,0.447,0.213,43.88,1028,925.09,0.595,0.535,0.119,102.9
329,Walker Kessler,Utah Jazz,1631117,420.0,397.48,0.691,0.074,22.52,12.0,22.56,0.211,-0.556,-10.56,432,420.05,0.669,0.65,0.037,11.9
330,Jaylin Williams,Oklahoma City Thunder,1631119,58.0,72.84,0.46,-0.236,-14.84,123.0,135.67,0.357,-0.11,-12.67,181,208.51,0.508,0.586,-0.155,-27.5
331,Bryce McGowens,Charlotte Hornets,1631121,116.0,117.88,0.547,-0.018,-1.88,90.0,100.72,0.341,-0.122,-10.72,206,218.59,0.531,0.563,-0.065,-12.6
332,Julian Strawther,Denver Nuggets,1631124,74.0,76.94,0.514,-0.041,-2.94,111.0,134.46,0.308,-0.196,-23.46,185,211.39,0.482,0.55,-0.137,-26.4
333,Christian Braun,Denver Nuggets,1631128,266.0,299.24,0.502,-0.125,-33.24,138.0,146.68,0.359,-0.068,-8.68,404,445.93,0.514,0.567,-0.107,-41.9
334,Jabari Walker,Portland Trail Blazers,1631133,328.0,346.67,0.552,-0.063,-18.67,99.0,127.97,0.289,-0.254,-28.97,427,474.64,0.519,0.577,-0.116,-47.6
335,Keon Ellis,Sacramento Kings,1631165,48.0,45.17,0.649,0.076,2.83,129.0,120.54,0.394,0.078,8.46,177,165.71,0.606,0.567,0.077,11.3
336,Jaime Jaquez Jr.,Miami Heat,1631170,484.0,496.25,0.55,-0.028,-12.25,168.0,198.13,0.322,-0.173,-30.13,652,694.39,0.531,0.565,-0.069,-42.4
337,Ousmane Dieng,Oklahoma City Thunder,1631172,46.0,46.19,0.622,-0.005,-0.19,60.0,76.46,0.303,-0.249,-16.46,106,122.66,0.515,0.595,-0.162,-16.7
338,Kris Murray,Portland Trail Blazers,1631200,146.0,153.16,0.549,-0.054,-7.16,99.0,138.95,0.275,-0.333,-39.95,245,292.1,0.484,0.577,-0.186,-47.1
339,Marcus Sasser,Detroit Pistons,1631204,196.0,192.46,0.488,0.018,3.54,207.0,193.09,0.397,0.08,13.91,403,385.56,0.537,0.514,0.047,17.4
340,Dalen Terry,Chicago Bulls,1631207,62.0,62.23,0.585,-0.004,-0.23,39.0,64.32,0.228,-0.444,-25.32,101,126.55,0.459,0.575,-0.232,-25.5
341,Peyton Watson,Denver Nuggets,1631212,254.0,272.14,0.538,-0.077,-18.14,120.0,151.89,0.301,-0.24,-31.89,374,424.02,0.507,0.575,-0.136,-50.0
342,Caleb Houstan,Orlando Magic,1631216,14.0,13.67,0.583,0.028,0.33,198.0,195.28,0.367,0.015,2.72,212,208.96,0.552,0.544,0.016,3.0
343,Trayce Jackson-Davis,Golden State Warriors,1631218,346.0,312.38,0.715,0.139,33.62,0.0,0.0,0.0,0.0,0.0,346,312.38,0.715,0.645,0.139,33.6
344,Jake LaRavia,Memphis Grizzlies,1631222,84.0,109.06,0.433,-0.258,-25.06,75.0,100.56,0.272,-0.278,-25.56,159,209.62,0.421,0.555,-0.268,-50.6
345,David Roddy,Phoenix Suns,1631223,222.0,264.52,0.478,-0.183,-42.52,144.0,175.09,0.304,-0.197,-31.09,366,439.63,0.469,0.564,-0.189,-73.6
346,Dominick Barlow,San Antonio Spurs,1631230,92.0,109.79,0.495,-0.191,-17.79,9.0,9.27,0.375,-0.034,-0.27,101,119.06,0.5,0.589,-0.179,-18.1
347,Vince Williams Jr.,Memphis Grizzlies,1631246,180.0,193.37,0.529,-0.079,-13.37,237.0,234.03,0.38,0.014,2.97,417,427.4,0.552,0.565,-0.028,-10.4
348,AJ Green,Milwaukee Bucks,1631260,24.0,23.01,0.522,0.043,0.99,180.0,150.74,0.423,0.206,29.26,204,173.77,0.618,0.527,0.183,30.2
349,Lester Quinones,Golden State Warriors,1631311,40.0,49.09,0.444,-0.202,-9.09,81.0,80.88,0.375,0.002,0.12,121,129.97,0.517,0.555,-0.077,-9.0
350,Simone Fontecchio,Detroit Pistons,1631323,226.0,227.64,0.549,-0.008,-1.64,387.0,355.95,0.394,0.095,31.05,613,583.59,0.575,0.547,0.055,29.4
351,Jacob Gilyard,Brooklyn Nets,1631367,18.0,24.96,0.375,-0.29,-6.96,153.0,137.36,0.425,0.13,15.64,171,162.33,0.594,0.564,0.06,8.7
352,Victor Wembanyama,San Antonio Spurs,1641705,718.0,751.3,0.539,-0.05,-33.3,306.0,348.99,0.318,-0.134,-42.99,1024,1100.28,0.519,0.557,-0.077,-76.3
353,Brandon Miller,Charlotte Hornets,1641706,480.0,504.9,0.481,-0.05,-24.9,432.0,426.57,0.37,0.014,5.43,912,931.48,0.514,0.524,-0.022,-19.5
354,Taylor Hendricks,Utah Jazz,1641707,76.0,79.27,0.576,-0.05,-3.27,93.0,106.53,0.33,-0.144,-13.53,169,185.8,0.528,0.581,-0.105,-16.8
355,Amen Thompson,Houston Rockets,1641708,342.0,343.06,0.598,-0.004,-1.06,24.0,61.14,0.151,-0.701,-37.14,366,404.21,0.54,0.596,-0.113,-38.2
356,Ausar Thompson,Detroit Pistons,1641709,420.0,425.96,0.58,-0.016,-5.96,63.0,128.82,0.189,-0.593,-65.82,483,554.77,0.511,0.586,-0.152,-71.8
357,Anthony Black,Orlando Magic,1641710,148.0,166.36,0.503,-0.125,-18.36,102.0,103.05,0.386,-0.012,-1.05,250,269.4,0.532,0.573,-0.083,-19.4
358,Gradey Dick,Toronto Raptors,1641711,134.0,146.9,0.496,-0.096,-12.9,195.0,194.45,0.369,0.003,0.55,329,341.38,0.529,0.549,-0.04,-12.4
359,GG Jackson,Memphis Grizzlies,1641713,188.0,209.63,0.511,-0.118,-21.63,222.0,222.86,0.37,-0.004,-0.86,410,432.48,0.534,0.563,-0.059,-22.5
360,Cam Whitmore,Houston Rockets,1641715,218.0,227.55,0.553,-0.048,-9.55,180.0,178.93,0.357,0.006,1.07,398,406.48,0.545,0.557,-0.023,-8.5
361,Cason Wallace,Oklahoma City Thunder,1641717,198.0,186.5,0.6,0.07,11.5,249.0,222.53,0.419,0.134,26.47,447,409.02,0.616,0.563,0.105,38.0
362,Keyonte George,Utah Jazz,1641718,276.0,311.61,0.454,-0.117,-35.61,363.0,381.08,0.34,-0.051,-18.08,639,692.7,0.484,0.525,-0.081,-53.7
363,Jordan Hawkins,New Orleans Pelicans,1641722,126.0,143.05,0.426,-0.115,-17.05,315.0,298.03,0.372,0.06,16.97,441,441.09,0.513,0.513,-0.0,-0.1
364,Dereck Lively II,Dallas Mavericks,1641726,420.0,361.93,0.755,0.209,58.07,0.0,2.38,0.0,-1.19,-2.38,420,364.31,0.75,0.651,0.199,55.7
365,Bilal Coulibaly,Washington Wizards,1641731,248.0,279.88,0.506,-0.13,-31.88,192.0,209.9,0.348,-0.097,-17.9,440,489.77,0.513,0.571,-0.116,-49.8
366,Nick Smith Jr.,Charlotte Hornets,1641733,80.0,114.11,0.348,-0.297,-34.11,159.0,137.41,0.427,0.174,21.59,239,251.53,0.5,0.526,-0.052,-12.5
367,Toumani Camara,Portland Trail Blazers,1641739,256.0,296.03,0.516,-0.161,-40.03,156.0,186.41,0.323,-0.189,-30.41,412,482.45,0.504,0.59,-0.172,-70.5
368,Andre Jackson Jr.,Milwaukee Bucks,1641748,64.0,62.19,0.653,0.037,1.81,45.0,46.44,0.375,-0.036,-1.44,109,108.63,0.612,0.61,0.004,0.4
369,Brandin Podziemski,Golden State Warriors,1641764,290.0,320.62,0.5,-0.106,-30.62,222.0,220.36,0.381,0.008,1.64,512,540.98,0.529,0.559,-0.06,-29.0
370,Ben Sheppard,Indiana Pacers,1641767,64.0,63.87,0.593,0.002,0.13,114.0,134.44,0.328,-0.176,-20.44,178,198.31,0.524,0.583,-0.119,-20.3
371,Craig Porter Jr.,Cleveland Cavaliers,1641854,192.0,181.67,0.533,0.057,10.33,33.0,32.85,0.355,0.005,0.15,225,214.52,0.533,0.508,0.05,10.5
372,Duop Reath,Portland Trail Blazers,1641871,234.0,246.28,0.576,-0.06,-12.28,231.0,233.22,0.381,-0.011,-2.22,465,479.5,0.574,0.592,-0.036,-14.5
