,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus
433,1631400,Jamal Bieniemy,Jamal,1612709908,RGV,25.0,15,2,13,0.133,25.95,2.13,5.87,0.363,0.47,1.93,0.244,0.07,0.07,1.0,0.6,1.2,1.8,2.87,0.8,1.0,0.33,0.4,1.67,0.33,4.87,-5.0
434,1629955,Galen Robinson Jr.,Galen,1612709913,BHM,27.0,35,13,22,0.371,19.43,1.86,4.29,0.434,0.14,0.66,0.212,0.6,0.8,0.75,0.31,1.69,2.0,2.74,1.0,1.2,0.26,0.26,1.4,1.63,4.8,-2.54
435,1641920,Justin Powell,Justin,1612709918,TEX,23.0,22,8,14,0.364,17.19,1.64,4.32,0.38,1.14,2.95,0.386,0.18,0.18,1.0,0.32,1.68,2.0,1.73,0.55,0.5,0.27,0.09,0.95,0.41,4.73,-4.41
436,1641947,Myles Burns,Myles,1612709918,TEX,25.0,17,7,10,0.412,11.17,1.47,4.53,0.325,0.47,1.82,0.258,0.71,1.12,0.634,1.06,1.18,2.24,0.59,0.88,0.88,0.41,0.18,1.0,1.35,4.71,-1.76
437,1642442,Sy Chatman,Sy,1612709911,IWA,24.0,27,5,22,0.185,13.24,1.89,3.67,0.515,0.07,0.7,0.1,0.52,0.96,0.542,1.15,1.81,2.96,0.52,0.74,0.48,0.67,0.41,1.11,1.04,4.67,-1.22
438,1642561,Tre King,Tre,1612709890,AUS,25.0,27,19,8,0.704,15.65,1.67,4.52,0.369,0.89,2.59,0.344,0.26,0.37,0.703,1.19,1.81,3.0,0.56,0.59,0.48,0.11,0.26,1.85,0.7,4.67,-0.26
439,1642595,Ithiel Horton,Ithiel,1612709917,GRG,24.0,37,20,17,0.541,13.79,1.76,4.81,0.366,0.81,2.7,0.3,0.14,0.16,0.875,0.3,1.05,1.35,1.22,0.73,0.35,0.11,0.19,1.35,0.32,4.57,-3.65
440,1642567,Tommy Bruner,Tommy,1612709926,MHU,23.0,7,2,5,0.286,17.36,1.71,5.57,0.307,0.43,1.71,0.251,0.57,1.0,0.57,0.29,1.29,1.57,2.0,1.43,0.57,0.14,0.71,1.86,1.43,4.57,-7.29
441,1642606,Jalen Thomas,Jalen,1612709914,STO,24.0,27,10,17,0.37,13.19,1.81,3.52,0.514,0.22,0.59,0.373,0.37,0.56,0.661,1.22,2.33,3.56,0.63,0.56,0.48,0.59,0.3,1.7,1.04,4.56,-1.67
442,1642045,Devon Higgs,Devon,1612709922,GBO,25.0,25,14,11,0.56,14.46,1.8,3.8,0.474,0.36,1.44,0.25,0.36,0.52,0.692,0.28,2.2,2.48,1.12,0.88,0.84,0.52,0.28,1.84,0.76,4.48,3.88
443,1627208,Stephan Hicks,Stephan,1612709910,IMA,32.0,20,10,10,0.5,14.52,1.45,3.05,0.475,0.7,1.6,0.437,0.55,0.85,0.647,0.55,2.55,3.1,0.75,0.55,0.7,0.1,0.35,0.95,0.8,4.4,1.15
444,1629818,Jordan Murphy,Jordan,1612709931,MXC,28.0,10,6,4,0.6,17.77,1.4,4.0,0.35,0.0,0.4,0.0,0.8,2.0,0.4,2.8,3.0,5.8,0.6,0.6,0.8,0.4,0.8,2.2,3.2,4.4,-6.8
445,1642044,"Emmitt Matthews, Jr.","Jr., Emmitt",1612709929,CPS,25.0,16,12,4,0.75,12.01,1.88,3.88,0.485,0.38,1.62,0.235,0.12,0.38,0.316,1.62,1.25,2.88,0.62,0.25,0.25,0.25,0.25,2.5,0.88,4.38,-0.5
446,1641830,Abdullah Ahmed,Abdullah,1612709919,WES,21.0,22,12,10,0.545,19.01,2.0,4.41,0.454,0.0,0.27,0.0,0.18,0.86,0.209,2.14,3.95,6.09,0.95,0.95,0.27,2.59,0.86,3.09,1.45,4.36,-1.41
447,1642475,William Baker,William,1612709911,IWA,24.0,24,5,19,0.208,9.49,1.75,3.42,0.512,0.25,0.75,0.333,0.33,0.54,0.611,0.75,1.46,2.21,0.46,1.04,0.08,0.29,0.33,1.54,0.67,4.33,-6.67
448,1642446,RaeQuan Battle,RaeQuan,1612709922,GBO,24.0,14,8,6,0.571,11.29,1.43,3.5,0.409,0.86,1.93,0.446,0.21,0.21,1.0,0.21,1.07,1.29,0.29,0.21,0.36,0.29,0.07,1.21,0.57,4.21,-0.86
449,1642496,Ibrahima Diallo,Ibrahima,1612709890,AUS,25.0,27,21,6,0.778,16.22,1.56,2.96,0.527,0.0,0.04,0.0,0.59,0.85,0.694,2.07,3.19,5.26,0.19,0.7,0.26,1.74,0.33,2.3,1.22,4.19,4.89
450,1642640,Justin Harmon,Justin,1612709903,SLC,23.0,22,10,12,0.455,8.99,1.36,3.55,0.383,0.5,1.5,0.333,0.55,0.59,0.932,0.32,1.14,1.45,1.59,0.82,0.5,0.23,0.32,0.91,0.55,4.14,-2.09
451,1641934,David Singleton,David,1612709929,CPS,26.0,29,15,14,0.517,18.47,1.41,3.24,0.435,0.86,2.14,0.402,0.24,0.34,0.706,0.55,1.31,1.86,1.0,0.38,0.48,0.24,0.14,1.72,0.66,4.1,0.34
452,1629993,Kaleb Johnson,Kaleb,1612709934,VAL,28.0,25,14,11,0.56,13.14,1.8,2.48,0.726,0.04,0.08,0.5,0.32,1.0,0.32,1.0,2.0,3.0,0.68,0.8,0.64,0.32,0.24,1.48,1.12,4.08,-0.84
453,1641988,Luke Avdalovic,Luke,1612709890,AUS,26.0,30,20,10,0.667,13.29,1.37,4.5,0.304,1.3,4.0,0.325,0.0,0.07,0.0,0.27,0.9,1.17,0.4,0.33,0.33,0.07,0.07,0.7,0.17,4.03,-1.4
454,1641792,Joey Hauser,Joey,1612709929,CPS,25.0,39,21,18,0.538,17.4,1.44,3.64,0.396,0.82,2.59,0.317,0.21,0.23,0.913,0.85,2.67,3.51,0.95,0.9,0.49,0.18,0.15,2.15,0.62,4.0,-2.21
455,1642654,Bobby Planutis,Bobby,1612709905,SBL,27.0,6,0,6,0.0,24.86,1.0,5.0,0.2,0.33,2.67,0.124,1.0,1.33,0.752,0.0,2.0,2.0,1.67,1.0,0.67,0.33,0.67,2.67,1.33,4.0,6.0
456,1628395,Jordan Bell,Jordan,1612709910,IMA,30.0,4,0,4,0.0,15.77,1.5,3.5,0.429,0.5,1.5,0.333,0.5,0.5,1.0,0.0,4.5,4.5,4.0,3.0,0.0,2.0,0.5,1.0,1.0,4.0,2.0
457,1629729,Josh Reaves,Josh,1612709908,RGV,27.0,27,17,10,0.63,13.37,1.41,3.52,0.401,0.48,1.44,0.333,0.37,0.59,0.627,0.37,1.04,1.41,1.15,1.04,1.11,0.22,0.26,1.59,1.19,3.96,0.33
458,1630321,Nate Pierre-Louis,Nate,1612709934,VAL,26.0,8,5,3,0.625,13.5,1.62,3.12,0.519,0.12,0.75,0.16,0.25,0.5,0.5,0.75,1.5,2.25,1.38,0.75,0.62,0.25,0.38,1.62,1.0,3.88,1.12
459,1642465,Tylor Perry,Tylor,1612709920,RAP,24.0,24,8,16,0.333,11.32,0.92,2.67,0.345,0.79,2.25,0.351,0.75,0.88,0.852,0.21,0.75,0.96,1.33,0.42,0.67,0.17,0.04,1.42,1.21,3.83,1.17
460,1642619,Sean McNeil,Sean,1612709893,CLC,26.0,24,10,14,0.417,13.48,1.17,3.21,0.364,0.92,2.46,0.374,0.29,0.38,0.763,0.33,0.62,0.96,0.58,0.54,0.5,0.04,0.21,0.75,0.46,3.83,-2.67
461,1642072,Isaih Moore,Isaih,1612709922,GBO,24.0,26,16,10,0.615,10.66,1.69,2.92,0.579,0.0,0.23,0.0,0.23,0.69,0.333,2.38,2.38,4.77,0.38,0.54,0.15,0.46,0.46,1.31,1.08,3.77,3.46
462,1642701,Garrett Denbow,Garrett,1612709918,TEX,24.0,22,11,11,0.5,11.77,1.41,3.95,0.357,0.86,2.59,0.332,0.05,0.14,0.357,0.41,0.73,1.14,0.23,0.18,0.14,0.05,0.18,0.86,0.14,3.73,-3.41
463,1642038,Yor Anei,Yor,1612709923,WCB,25.0,21,5,16,0.238,9.45,1.33,2.86,0.465,0.29,0.57,0.509,0.43,0.62,0.694,0.95,1.05,2.0,0.38,0.48,0.57,0.81,0.33,2.05,1.14,3.71,-0.48
464,1626217,Chris Walker,Chris,1612709925,OSC,30.0,19,10,9,0.526,12.4,1.37,2.58,0.531,0.0,0.11,0.0,0.53,0.68,0.779,1.68,2.58,4.26,0.47,0.79,0.37,0.63,0.11,1.53,0.95,3.68,-1.89
465,1628698,Eric Washington,Eric,1612709934,VAL,31.0,18,9,9,0.5,16.37,1.17,4.5,0.26,0.39,2.17,0.18,0.56,0.61,0.918,0.44,1.61,2.06,4.33,2.0,0.56,0.17,0.61,1.28,1.33,3.67,-5.17
466,1631462,A.J. Reeves,A.J.,1612709913,BHM,25.0,17,9,8,0.529,8.88,1.18,3.53,0.334,0.82,2.59,0.317,0.24,0.29,0.828,0.35,1.0,1.35,0.71,0.29,0.18,0.06,0.18,0.88,0.41,3.53,-1.29
467,1631379,Reginald Kissoonlal,Reginald,1612709932,MCC,28.0,21,11,10,0.524,8.01,1.1,3.33,0.33,0.86,2.76,0.312,0.29,0.29,1.0,0.52,1.48,2.0,0.29,0.48,0.19,0.38,0.05,1.05,0.71,3.52,-1.1
468,1642597,Deante Johnson,Deante,1612709917,GRG,24.0,31,16,15,0.516,11.08,1.26,2.35,0.536,0.0,0.03,0.0,0.55,0.74,0.743,1.0,1.16,2.16,0.71,0.39,0.35,0.48,0.32,1.26,0.94,3.48,-3.68
469,1641893,Kevin Obanor,Kevin,1612709921,LIN,25.0,26,6,20,0.231,11.16,1.31,2.54,0.516,0.12,0.58,0.207,0.38,0.77,0.494,1.15,2.42,3.58,0.42,0.54,0.38,0.08,0.27,1.54,1.0,3.35,-1.15
470,1642235,Xavier Pinson,Xavier,1612709925,OSC,24.0,12,8,4,0.667,14.82,1.33,3.33,0.399,0.33,1.33,0.248,0.33,0.33,1.0,0.67,1.0,1.67,2.17,0.5,0.17,0.0,0.17,0.5,0.5,3.33,-0.5
471,1642428,KJ Jones II,KJ,1612709914,STO,23.0,19,4,15,0.211,14.16,1.11,2.58,0.43,0.42,0.89,0.472,0.37,0.42,0.881,0.58,0.79,1.37,0.74,0.68,0.21,0.11,0.26,1.42,0.89,3.32,-2.74
472,1630767,Loudon Love,Loudon,1612709920,RAP,26.0,26,15,11,0.577,10.23,1.46,2.46,0.593,0.12,0.23,0.522,0.19,0.46,0.413,1.27,1.35,2.62,0.73,0.96,0.38,0.27,0.12,1.38,1.12,3.31,-2.42
473,1641862,Yauhen Massalski,Yauhen,1612709924,SDC,25.0,24,11,13,0.458,11.41,1.5,2.88,0.521,0.0,0.25,0.0,0.17,0.5,0.34,2.04,2.29,4.33,0.83,0.67,0.62,0.38,0.21,1.54,0.67,3.29,-1.17
474,1631485,Chase Jeter,Chase,1612709928,CCG,27.0,16,12,4,0.75,7.26,1.12,2.0,0.56,0.0,0.0,,0.62,1.0,0.62,0.88,0.75,1.62,0.12,0.62,0.0,0.5,0.0,1.25,0.88,3.25,0.5
475,1642631,Cheikh Mbacke Diong,Cheikh Mbacke,1612709902,SCW,25.0,16,8,8,0.5,14.41,1.38,2.5,0.552,0.0,0.0,,0.25,0.31,0.806,1.75,2.81,4.56,0.5,1.12,0.25,0.69,0.38,2.06,0.62,3.25,-2.69
476,1642028,Kaiden Rice,Kaiden,1612709919,WES,25.0,15,8,7,0.533,8.96,1.2,4.13,0.291,0.8,3.4,0.235,0.0,0.0,,0.27,0.93,1.2,0.27,0.33,0.13,0.0,0.13,0.4,0.07,3.2,-4.27
477,1642551,Keisei Tominaga,Keisei,1612709910,IMA,24.0,21,11,10,0.524,7.61,1.1,2.71,0.406,0.67,1.76,0.381,0.19,0.24,0.792,0.1,0.52,0.62,0.19,0.43,0.0,0.1,0.1,0.57,0.38,3.19,-0.71
478,1642764,Alex Gil-Fernandez,Alex,1612709902,SCW,26.0,12,4,8,0.333,14.98,1.0,2.33,0.429,0.67,1.5,0.447,0.33,0.5,0.66,1.0,0.67,1.67,0.83,0.67,0.5,0.5,0.33,2.0,0.67,3.17,-2.83
479,1629800,Kavion Pippen,Kavion,1612709915,MNE,28.0,13,8,5,0.615,8.56,1.46,2.38,0.613,0.08,0.31,0.258,0.08,0.23,0.348,1.46,0.92,2.38,0.31,0.38,0.15,0.31,0.0,1.31,0.54,3.08,-0.08
480,1642693,Jaylan Gainey,Jaylan,1612709903,SLC,25.0,23,13,10,0.565,11.82,1.43,2.22,0.644,0.0,0.0,,0.09,0.39,0.231,1.04,2.09,3.13,0.7,0.74,0.35,1.43,0.0,1.43,0.57,3.04,-2.04
481,1642514,Warren Washington,Warren,1612709904,SXF,25.0,28,20,8,0.714,12.46,1.36,2.32,0.586,0.0,0.0,,0.18,0.39,0.462,1.11,2.75,3.86,0.39,0.57,0.39,1.07,0.36,1.57,0.79,3.04,-2.61
482,203503,Tony Snell,Tony,1612709904,SXF,33.0,12,6,6,0.5,11.76,1.08,2.08,0.519,0.83,1.67,0.497,0.0,0.0,,0.25,1.5,1.75,1.0,0.17,0.42,0.17,0.17,0.67,0.17,3.0,-1.58
483,1642552,Tyler Polley,Tyler,1612709904,SXF,25.0,17,9,8,0.529,8.83,1.12,2.41,0.465,0.29,1.12,0.259,0.35,0.59,0.593,0.59,0.94,1.53,0.29,0.29,0.35,0.18,0.12,0.88,0.65,3.0,1.88
484,1642612,Chandler Lawson,Chandler,1612709926,MHU,24.0,2,2,0,1.0,9.05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
485,1642500,Jack Gohlke,Jack,1612709932,MCC,25.0,40,16,24,0.4,11.11,1.0,2.9,0.345,0.95,2.7,0.352,0.05,0.05,1.0,0.2,1.35,1.55,1.0,0.55,0.2,0.05,0.15,0.45,0.15,3.0,0.3
486,1642667,Steven Richardson,Steven,1612709889,OKL,24.0,4,3,1,0.75,7.52,1.0,2.0,0.5,0.75,1.5,0.5,0.25,0.75,0.333,0.25,0.75,1.0,0.0,0.75,0.5,0.0,0.0,0.25,0.5,3.0,-5.5
487,196295215,Alex Gil-Fernandez,Alex,1612709902,SCW,30.0,4,2,2,0.5,6.68,1.5,2.5,0.6,0.0,1.0,0.0,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,3.0,-5.5
488,1642544,Darin Green,Darin,1612709903,SLC,24.0,2,0,2,0.0,9.18,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-3.0
489,1628579,Taylor Braun,Taylor,1612709923,WCB,33.0,2,0,2,0.0,8.33,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,15.0
490,1642583,Drew Cisse,Drew,1612709924,SDC,24.0,34,18,16,0.529,13.38,1.38,2.24,0.616,0.0,0.03,0.0,0.15,0.35,0.429,2.09,3.15,5.24,0.94,0.71,0.62,0.76,0.18,2.74,0.44,3.0,0.0
491,1642249,Joey Baker,Joey,1612709917,GRG,24.0,16,7,9,0.438,7.35,1.12,3.38,0.331,0.56,2.25,0.249,0.06,0.19,0.316,0.5,0.69,1.19,0.56,0.81,0.12,0.06,0.12,1.19,0.31,2.94,-1.75
492,1628387,Ike Anigbogu,Ike,1612709913,BHM,26.0,33,13,20,0.394,9.98,1.27,2.58,0.492,0.0,0.12,0.0,0.24,0.45,0.533,2.27,2.21,4.48,0.24,0.82,0.15,1.06,0.12,1.36,0.97,2.94,-2.0
493,1629792,Gabe Levin,Gabe,1612709914,STO,30.0,16,9,7,0.562,11.5,1.19,2.25,0.529,0.0,0.06,0.0,0.31,0.88,0.352,1.69,2.06,3.75,0.88,0.69,0.31,0.56,0.19,1.62,1.19,2.88,-0.88
494,1642565,Parker Van Dyke,Parker,1612709890,AUS,30.0,21,17,4,0.81,7.31,1.05,3.14,0.334,0.62,2.29,0.271,0.05,0.05,1.0,0.33,0.62,0.95,0.71,0.24,0.05,0.0,0.14,0.67,0.24,2.86,-0.38
495,1642572,Frankie Policelli,Frankie,1612709921,LIN,24.0,22,2,20,0.091,10.97,1.09,2.73,0.399,0.45,2.0,0.225,0.18,0.18,1.0,0.55,1.27,1.82,0.55,0.45,0.27,0.55,0.0,0.82,0.27,2.82,1.82
496,1642676,Trae Hannibal,Trae,1612709932,MCC,24.0,20,12,8,0.6,8.66,0.8,1.6,0.5,0.0,0.0,,0.7,1.2,0.583,0.2,0.6,0.8,1.2,0.8,0.8,0.1,0.2,1.3,1.2,2.8,-2.2
497,1642643,Nicholas Robinson,Nicholas,1612709913,BHM,26.0,10,2,8,0.2,7.75,1.0,3.0,0.333,0.4,1.4,0.286,0.4,0.4,1.0,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.6,0.4,2.8,-3.2
498,1641909,Walter Ellis,Walter,1612709911,IWA,25.0,32,11,21,0.344,13.99,0.97,3.53,0.275,0.69,2.91,0.237,0.09,0.16,0.562,0.06,1.22,1.28,1.0,0.59,0.19,0.44,0.09,1.38,0.22,2.78,-2.91
499,1642071,Sam Peek,Sam,1612709932,MCC,25.0,24,13,11,0.542,9.92,0.92,2.29,0.402,0.38,1.08,0.352,0.29,0.42,0.69,0.58,1.29,1.88,0.79,0.46,0.42,0.25,0.25,1.08,0.54,2.75,3.5
500,1642522,Devine Eke,Devine,1612709924,SDC,28.0,7,1,6,0.143,13.48,1.14,2.86,0.399,0.14,0.86,0.163,0.14,1.0,0.14,0.86,2.29,3.14,0.71,0.86,0.71,0.0,0.29,0.71,0.86,2.71,-7.0
501,1642697,Nick Muszynski,Nick,1612709933,RCR,26.0,13,4,9,0.308,12.47,1.08,2.0,0.54,0.0,0.23,0.0,0.31,0.46,0.674,0.77,2.08,2.85,0.92,0.62,0.08,0.31,0.15,1.62,0.69,2.69,-1.77
502,1631236,Kok Yat,Kok,1612709918,TEX,21.0,26,7,19,0.269,9.54,0.92,2.81,0.327,0.5,1.73,0.289,0.19,0.31,0.613,0.12,0.81,0.92,0.19,0.58,0.08,0.08,0.19,0.73,0.27,2.65,-1.46
503,1631395,London Johnson,London,1612709893,CLC,20.0,19,8,11,0.421,12.08,0.79,2.63,0.3,0.47,1.16,0.405,0.32,0.32,1.0,0.32,0.53,0.84,1.63,0.89,0.63,0.11,0.11,1.95,0.68,2.63,-1.11
504,1642669,Shakur Daniel,Shakur,1612709924,SDC,25.0,19,8,11,0.421,20.05,0.74,2.95,0.251,0.26,1.26,0.206,0.42,0.68,0.618,0.79,1.42,2.21,2.05,0.84,0.68,0.11,0.32,2.58,1.84,2.53,-2.16
505,1642622,Quinn Slazinski,Quinn,1612709927,WIS,24.0,4,0,4,0.0,8.27,0.5,1.5,0.333,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,2.5,-9.0
506,1630272,E.J. Montgomery,E.J.,1612709913,BHM,25.0,31,9,22,0.29,11.84,1.1,2.55,0.431,0.03,0.13,0.231,0.13,0.26,0.5,1.52,2.0,3.52,0.71,0.61,0.35,0.48,0.32,1.52,0.32,2.48,-2.52
507,1629666,Charles Matthews,Charles,1612709926,MHU,28.0,18,12,6,0.667,7.85,1.0,2.44,0.41,0.11,0.78,0.141,0.22,0.22,1.0,0.33,0.89,1.22,0.33,0.33,0.33,0.0,0.44,0.44,0.11,2.33,-1.0
508,1642412,Isaac Nogues,Isaac,1612709933,RCR,21.0,34,14,20,0.412,19.1,0.79,1.76,0.449,0.15,0.5,0.3,0.26,0.56,0.464,1.53,3.26,4.79,3.56,1.5,1.82,0.15,0.15,2.03,1.09,2.15,1.24
509,1642593,Robert Ford,Robert,1612709908,RGV,25.0,18,10,8,0.556,7.39,0.56,2.28,0.246,0.33,1.61,0.205,0.5,0.61,0.82,0.33,0.56,0.89,1.44,0.83,0.67,0.06,0.0,1.33,0.89,2.11,-2.44
510,1642492,Kamani Johnson,Kamani,1612709926,MHU,26.0,32,16,16,0.5,9.26,0.75,1.59,0.472,0.19,0.53,0.358,0.22,0.47,0.468,1.16,1.09,2.25,0.81,0.38,0.41,0.22,0.19,1.5,1.16,2.09,1.53
511,1642678,Chris Martin,Chris,1612709922,GBO,26.0,6,4,2,0.667,9.31,0.67,2.0,0.335,0.33,0.67,0.493,0.33,0.67,0.493,0.0,0.67,0.67,0.0,0.67,0.33,0.33,0.33,1.33,1.33,2.0,3.0
512,1642625,Sahvir Wheeler,Sahvir,1612709927,WIS,24.0,8,2,6,0.25,16.4,0.75,3.25,0.231,0.0,0.75,0.0,0.25,0.5,0.5,0.75,0.5,1.25,4.75,2.0,0.75,0.0,0.0,1.25,1.0,2.0,-8.25
513,1642576,Keyon Menifield,Keyon,1612709918,TEX,22.0,4,0,4,0.0,5.75,0.5,3.0,0.167,0.5,1.5,0.333,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,2.0,-0.5
514,1642122,Olisa Akonobi,Olisa,1612709905,SBL,25.0,2,2,0,1.0,12.43,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,-3.0
515,1642752,Rodrigo Dominguez,Rodrigo,1612709931,MXC,24.0,12,8,4,0.667,7.04,0.67,1.83,0.366,0.33,0.83,0.398,0.17,0.33,0.515,0.17,0.67,0.83,0.33,0.17,0.17,0.17,0.33,0.17,0.17,1.83,2.33
516,1642052,Joey Calcaterra,Joey,1612709902,SCW,26.0,16,6,10,0.375,7.88,0.62,2.0,0.31,0.31,1.06,0.292,0.19,0.25,0.76,0.19,0.75,0.94,0.5,0.44,0.31,0.06,0.06,0.62,0.31,1.81,-5.38
517,1631436,Gabe Osabuohien,Gabe,1612709893,CLC,26.0,27,11,16,0.407,9.68,0.44,1.37,0.321,0.0,0.11,0.0,0.41,0.74,0.554,0.89,1.07,1.96,1.85,1.07,0.44,0.37,0.15,2.07,1.15,1.67,-1.3
518,1642021,K.C. Ndefo,K.C.,1612709905,SBL,25.0,14,4,10,0.286,5.96,0.57,1.0,0.57,0.43,0.43,1.0,0.0,0.0,,0.29,1.14,1.43,0.57,0.57,0.14,0.14,0.14,1.0,0.0,1.57,-2.71
519,1629203,Jemerrio Jones,Jemerrio,1612709925,OSC,29.0,9,4,5,0.444,11.34,0.78,1.78,0.438,0.0,0.44,0.0,0.0,0.11,0.0,1.33,1.67,3.0,0.89,0.78,0.56,0.33,0.0,1.89,0.33,1.56,1.11
520,1630732,Lacey James,Lacey,1612709920,RAP,28.0,8,0,8,0.0,4.98,0.75,1.25,0.6,0.0,0.25,0.0,0.0,0.0,,0.25,0.5,0.75,0.25,0.5,0.5,0.0,0.25,0.5,0.0,1.5,0.0
521,1642670,Tae Williams,Tae,1612709903,SLC,24.0,6,6,0,1.0,3.12,0.67,1.67,0.401,0.0,0.0,,0.0,0.0,,0.0,0.33,0.33,0.67,0.67,0.0,0.0,0.33,0.0,0.0,1.33,0.67
522,1642609,Babatunde Akingbola,Babatunde,1612709918,TEX,25.0,12,3,9,0.25,10.1,0.5,0.75,0.667,0.0,0.0,,0.17,0.25,0.68,0.92,0.92,1.83,0.33,0.67,0.17,0.25,0.0,1.33,0.58,1.25,-2.42
523,1642665,Matt Norman,Matt,1612709918,TEX,24.0,4,2,2,0.5,4.54,0.5,2.0,0.25,0.0,1.5,0.0,0.0,0.0,,0.5,1.0,1.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,-6.0
524,1628393,Jawun Evans,Jawun,1612709915,MNE,28.0,8,4,4,0.5,16.79,0.5,2.75,0.182,0.0,0.5,0.0,0.0,0.0,,0.0,2.25,2.25,3.5,1.0,0.75,0.25,0.25,0.5,0.25,1.0,-1.25
525,196295201,Rodrigo  Dominguez,Rodrigo ,1612709931,MXC,30.0,2,2,0,1.0,5.02,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-8.0
526,1642644,Gregory Hammond,Gregory,1612709913,BHM,23.0,14,4,10,0.286,4.37,0.43,1.43,0.301,0.14,0.71,0.197,0.0,0.0,,0.14,0.57,0.71,0.14,0.29,0.29,0.14,0.14,0.43,0.0,1.0,0.43
527,1642431,Josh Pierre-Louis,Josh,1612709903,SLC,23.0,8,5,3,0.625,4.27,0.38,1.0,0.38,0.0,0.38,0.0,0.0,0.0,,0.25,0.38,0.62,0.5,0.38,0.5,0.12,0.0,0.38,0.12,0.75,-2.88
528,204105,Jordan Swing,Jordan,1612709913,BHM,34.0,8,6,2,0.75,4.75,0.25,1.0,0.25,0.25,1.0,0.25,0.0,0.0,,0.0,1.25,1.25,0.25,0.75,0.0,0.0,0.0,0.5,0.0,0.75,-0.75
529,1642395,Jalen Lewis,Jalen,1612709927,WIS,19.0,19,5,14,0.263,6.0,0.26,0.68,0.382,0.16,0.26,0.615,0.0,0.0,,0.26,0.63,0.89,0.16,0.11,0.16,0.05,0.0,1.05,0.05,0.68,-0.21
530,1642702,Daniel Onwenu,Daniel,1612709931,MXC,22.0,6,2,4,0.333,5.03,0.33,2.0,0.165,0.0,1.0,0.0,0.0,0.0,,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.67,-3.0
531,1642540,Dakota Rivers,Dakota,1612709918,TEX,23.0,13,5,8,0.385,5.38,0.23,1.0,0.23,0.0,0.38,0.0,0.08,0.08,1.0,0.46,0.92,1.38,0.08,0.15,0.08,0.08,0.08,0.31,0.08,0.62,-2.54
532,1642698,Kenny Nwuba,Kenny,1612709902,SCW,25.0,2,0,2,0.0,6.85,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
533,1641570,Vance Jackson,Vance,1612709920,RAP,27.0,2,0,2,0.0,7.92,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
534,1642541,Jayden Hardaway,Jayden,1612709928,CCG,25.0,4,2,2,0.5,2.56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
535,1642070,Bryce Golden,Bryce,1612709919,WES,25.0,6,2,4,0.333,3.39,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.33,0.0,0.33,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.0,-9.67
536,1642570,J.Z. Zaher,J.Z.,1612709909,DEL,20.0,2,0,2,0.0,0.58,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537,196295206,Kameron Warrens,Kameron,1612709915,MNE,30.0,2,0,2,0.0,7.17,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
538,1631372,Nate Roberts,Nate,1612709921,LIN,25.0,4,0,4,0.0,10.34,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,2.0,2.5,0.5,0.5,0.5,0.5,0.0,2.5,1.0,0.0,-7.5
